Lineage	Gene
Vertebrata	220786at7742
Vertebrata	425988at7742
Vertebrata	174858at7742
Vertebrata	353522at7742
Vertebrata	248600at7742
Vertebrata	384962at7742
Vertebrata	429784at7742
Vertebrata	342923at7742
Vertebrata	287179at7742
Vertebrata	380785at7742
Vertebrata	318895at7742
Vertebrata	53273at7742
Vertebrata	267121at7742
Vertebrata	395237at7742
Vertebrata	345592at7742
Vertebrata	228390at7742
Vertebrata	40997at7742
Vertebrata	310903at7742
Vertebrata	27595at7742
Vertebrata	327840at7742
Vertebrata	65634at7742
Vertebrata	134188at7742
Vertebrata	351113at7742
Vertebrata	143611at7742
Vertebrata	168022at7742
Vertebrata	433255at7742
Vertebrata	434678at7742
Vertebrata	420868at7742
Vertebrata	414238at7742
Vertebrata	140962at7742
Vertebrata	300767at7742
Vertebrata	371129at7742
Vertebrata	131825at7742
Vertebrata	379007at7742
Vertebrata	385398at7742
Vertebrata	123291at7742
Vertebrata	197023at7742
Vertebrata	304775at7742
Vertebrata	234247at7742
Vertebrata	189753at7742
Vertebrata	429697at7742
Vertebrata	120085at7742
Vertebrata	346443at7742
Vertebrata	266654at7742
Vertebrata	337603at7742
Vertebrata	357435at7742
Vertebrata	343085at7742
Vertebrata	365186at7742
Vertebrata	362089at7742
Vertebrata	77473at7742
Vertebrata	39501at7742
Vertebrata	344151at7742
Vertebrata	261612at7742
Vertebrata	412231at7742
Vertebrata	324813at7742
Vertebrata	310457at7742
Vertebrata	104856at7742
Vertebrata	356030at7742
Vertebrata	412492at7742
Vertebrata	240065at7742
Vertebrata	361680at7742
Vertebrata	202773at7742
Vertebrata	325908at7742
Vertebrata	215427at7742
Vertebrata	264320at7742
Vertebrata	128396at7742
Vertebrata	426882at7742
Vertebrata	162375at7742
Vertebrata	95310at7742
Vertebrata	245611at7742
Vertebrata	267296at7742
Vertebrata	152925at7742
Vertebrata	346436at7742
Vertebrata	270938at7742
Vertebrata	359032at7742
Vertebrata	241220at7742
Vertebrata	367717at7742
Vertebrata	285352at7742
Vertebrata	272582at7742
Vertebrata	342096at7742
Vertebrata	317054at7742
Vertebrata	226375at7742
Vertebrata	140310at7742
Vertebrata	223152at7742
Vertebrata	399496at7742
Vertebrata	430459at7742
Vertebrata	138249at7742
Vertebrata	349261at7742
Vertebrata	121053at7742
Vertebrata	343235at7742
Vertebrata	390104at7742
Vertebrata	192284at7742
Vertebrata	255497at7742
Vertebrata	109426at7742
Vertebrata	390810at7742
Vertebrata	260359at7742
Vertebrata	275781at7742
Vertebrata	240465at7742
Vertebrata	85369at7742
Vertebrata	388019at7742
Vertebrata	162368at7742
Vertebrata	380513at7742
Vertebrata	277616at7742
Vertebrata	341080at7742
Vertebrata	170526at7742
Vertebrata	360791at7742
Vertebrata	35861at7742
Vertebrata	336331at7742
Vertebrata	339693at7742
Vertebrata	330116at7742
Vertebrata	339885at7742
Vertebrata	437512at7742
Vertebrata	243851at7742
Vertebrata	395686at7742
Vertebrata	345556at7742
Vertebrata	218806at7742
Vertebrata	257212at7742
Vertebrata	182982at7742
Vertebrata	437625at7742
Vertebrata	326788at7742
Vertebrata	68376at7742
Vertebrata	174148at7742
Vertebrata	304593at7742
Vertebrata	249530at7742
Vertebrata	369618at7742
Vertebrata	332227at7742
Vertebrata	277748at7742
Vertebrata	203180at7742
Vertebrata	219805at7742
Vertebrata	414793at7742
Vertebrata	290906at7742
Vertebrata	340073at7742
Vertebrata	400824at7742
Vertebrata	416929at7742
Vertebrata	209555at7742
Vertebrata	376721at7742
Vertebrata	432210at7742
Vertebrata	349858at7742
Vertebrata	322712at7742
Vertebrata	271425at7742
Vertebrata	301464at7742
Vertebrata	418749at7742
Vertebrata	265210at7742
Vertebrata	240576at7742
Vertebrata	434790at7742
Vertebrata	318965at7742
Vertebrata	278070at7742
Vertebrata	402956at7742
Vertebrata	380379at7742
Vertebrata	194866at7742
Vertebrata	385469at7742
Vertebrata	399669at7742
Vertebrata	145946at7742
Vertebrata	199341at7742
Vertebrata	15611at7742
Vertebrata	361935at7742
Vertebrata	134632at7742
Vertebrata	359330at7742
Vertebrata	256457at7742
Vertebrata	211150at7742
Vertebrata	312288at7742
Vertebrata	130161at7742
Vertebrata	358562at7742
Vertebrata	277524at7742
Vertebrata	336178at7742
Vertebrata	97302at7742
Vertebrata	370331at7742
Vertebrata	241887at7742
Vertebrata	384558at7742
Vertebrata	254316at7742
Vertebrata	436577at7742
Vertebrata	395170at7742
Vertebrata	294990at7742
Vertebrata	128400at7742
Vertebrata	432887at7742
Vertebrata	240294at7742
Vertebrata	397455at7742
Vertebrata	199024at7742
Vertebrata	221230at7742
Vertebrata	118365at7742
Vertebrata	233490at7742
Vertebrata	165642at7742
Vertebrata	258747at7742
Vertebrata	370236at7742
Vertebrata	206164at7742
Vertebrata	291153at7742
Vertebrata	190480at7742
Vertebrata	158802at7742
Vertebrata	378341at7742
Vertebrata	137629at7742
Vertebrata	339111at7742
Vertebrata	175841at7742
Vertebrata	412561at7742
Vertebrata	256968at7742
Vertebrata	404333at7742
Vertebrata	258381at7742
Vertebrata	325448at7742
Vertebrata	222957at7742
Vertebrata	436981at7742
Vertebrata	384476at7742
Vertebrata	157513at7742
Vertebrata	278370at7742
Vertebrata	247398at7742
Vertebrata	356646at7742
Vertebrata	298413at7742
Vertebrata	134048at7742
Vertebrata	103093at7742
Vertebrata	264650at7742
Vertebrata	92414at7742
Vertebrata	22275at7742
Vertebrata	368039at7742
Vertebrata	378949at7742
Vertebrata	388403at7742
Vertebrata	320621at7742
Vertebrata	406184at7742
Vertebrata	335129at7742
Vertebrata	216073at7742
Vertebrata	277361at7742
Vertebrata	161484at7742
Vertebrata	209386at7742
Vertebrata	399664at7742
Vertebrata	325335at7742
Vertebrata	280159at7742
Vertebrata	412521at7742
Vertebrata	23673at7742
Vertebrata	355430at7742
Vertebrata	280649at7742
Vertebrata	268274at7742
Vertebrata	113805at7742
Vertebrata	176410at7742
Vertebrata	357862at7742
Vertebrata	215159at7742
Vertebrata	339203at7742
Vertebrata	251896at7742
Vertebrata	398727at7742
Vertebrata	254455at7742
Vertebrata	372079at7742
Vertebrata	259157at7742
Vertebrata	392330at7742
Vertebrata	250310at7742
Vertebrata	305943at7742
Vertebrata	376448at7742
Vertebrata	239289at7742
Vertebrata	87236at7742
Vertebrata	416499at7742
Vertebrata	273897at7742
Vertebrata	393288at7742
Vertebrata	400635at7742
Vertebrata	236476at7742
Vertebrata	318662at7742
Vertebrata	362666at7742
Vertebrata	322958at7742
Vertebrata	295275at7742
Vertebrata	79344at7742
Vertebrata	262895at7742
Vertebrata	185249at7742
Vertebrata	273954at7742
Vertebrata	228455at7742
Vertebrata	372062at7742
Vertebrata	199410at7742
Vertebrata	132931at7742
Vertebrata	386739at7742
Vertebrata	346606at7742
Vertebrata	422508at7742
Vertebrata	276761at7742
Vertebrata	149083at7742
Vertebrata	366345at7742
Vertebrata	413352at7742
Vertebrata	400935at7742
Vertebrata	257782at7742
Vertebrata	104791at7742
Vertebrata	291326at7742
Vertebrata	140588at7742
Vertebrata	261266at7742
Vertebrata	204919at7742
Vertebrata	261213at7742
Vertebrata	132847at7742
Vertebrata	277665at7742
Vertebrata	287042at7742
Vertebrata	174474at7742
Vertebrata	140683at7742
Vertebrata	374996at7742
Vertebrata	287339at7742
Vertebrata	160945at7742
Vertebrata	143627at7742
Vertebrata	271121at7742
Vertebrata	169465at7742
Vertebrata	406535at7742
Vertebrata	303814at7742
Vertebrata	78565at7742
Vertebrata	23692at7742
Vertebrata	303047at7742
Vertebrata	270710at7742
Vertebrata	398107at7742
Vertebrata	182480at7742
Vertebrata	412946at7742
Vertebrata	162426at7742
Vertebrata	137681at7742
Vertebrata	319099at7742
Vertebrata	264239at7742
Vertebrata	425523at7742
Vertebrata	392959at7742
Vertebrata	180447at7742
Vertebrata	262221at7742
Vertebrata	24404at7742
Vertebrata	28708at7742
Vertebrata	195010at7742
Vertebrata	137854at7742
Vertebrata	190657at7742
Vertebrata	205393at7742
Vertebrata	156689at7742
Vertebrata	142214at7742
Vertebrata	54203at7742
Vertebrata	62525at7742
Vertebrata	394483at7742
Vertebrata	201177at7742
Vertebrata	211818at7742
Vertebrata	251278at7742
Vertebrata	400325at7742
Vertebrata	34549at7742
Vertebrata	356688at7742
Vertebrata	166600at7742
Vertebrata	393852at7742
Vertebrata	290897at7742
Vertebrata	209493at7742
Vertebrata	192665at7742
Vertebrata	408438at7742
Vertebrata	401745at7742
Vertebrata	140071at7742
Vertebrata	303740at7742
Vertebrata	224537at7742
Vertebrata	382145at7742
Vertebrata	373028at7742
Vertebrata	114459at7742
Vertebrata	387111at7742
Vertebrata	354226at7742
Vertebrata	394021at7742
Vertebrata	186464at7742
Vertebrata	318035at7742
Vertebrata	82448at7742
Vertebrata	339259at7742
Vertebrata	360850at7742
Vertebrata	340002at7742
Vertebrata	220062at7742
Vertebrata	273993at7742
Vertebrata	126705at7742
Vertebrata	380303at7742
Vertebrata	119796at7742
Vertebrata	224305at7742
Vertebrata	158698at7742
Vertebrata	265605at7742
Vertebrata	81484at7742
Vertebrata	210369at7742
Vertebrata	151777at7742
Vertebrata	310707at7742
Vertebrata	251511at7742
Vertebrata	154679at7742
Vertebrata	275256at7742
Vertebrata	412581at7742
Vertebrata	337325at7742
Vertebrata	126329at7742
Vertebrata	391566at7742
Vertebrata	362170at7742
Vertebrata	217728at7742
Vertebrata	41154at7742
Vertebrata	231455at7742
Vertebrata	114695at7742
Vertebrata	338746at7742
Vertebrata	79012at7742
Vertebrata	197883at7742
Vertebrata	73826at7742
Vertebrata	414197at7742
Vertebrata	326776at7742
Vertebrata	301608at7742
Vertebrata	192313at7742
Vertebrata	236514at7742
Vertebrata	272794at7742
Vertebrata	365226at7742
Vertebrata	263068at7742
Vertebrata	183663at7742
Vertebrata	204311at7742
Vertebrata	245932at7742
Vertebrata	174048at7742
Vertebrata	361503at7742
Vertebrata	321918at7742
Vertebrata	272002at7742
Vertebrata	172364at7742
Vertebrata	150509at7742
Vertebrata	377163at7742
Vertebrata	119040at7742
Vertebrata	291383at7742
Vertebrata	290523at7742
Vertebrata	405236at7742
Vertebrata	277109at7742
Vertebrata	274906at7742
Vertebrata	315746at7742
Vertebrata	417555at7742
Vertebrata	352529at7742
Vertebrata	221197at7742
Vertebrata	310872at7742
Vertebrata	48106at7742
Vertebrata	376893at7742
Vertebrata	129062at7742
Vertebrata	203960at7742
Vertebrata	365136at7742
Vertebrata	412490at7742
Vertebrata	370111at7742
Vertebrata	351522at7742
Vertebrata	130062at7742
Vertebrata	238721at7742
Vertebrata	340020at7742
Vertebrata	181384at7742
Vertebrata	145683at7742
Vertebrata	157863at7742
Vertebrata	76384at7742
Vertebrata	380483at7742
Vertebrata	349482at7742
Vertebrata	194403at7742
Vertebrata	242487at7742
Vertebrata	211943at7742
Vertebrata	213224at7742
Vertebrata	398761at7742
Vertebrata	224692at7742
Vertebrata	391492at7742
Vertebrata	49885at7742
Vertebrata	229590at7742
Vertebrata	58866at7742
Vertebrata	203050at7742
Vertebrata	324567at7742
Vertebrata	316190at7742
Vertebrata	207618at7742
Vertebrata	264273at7742
Vertebrata	344933at7742
Vertebrata	252806at7742
Vertebrata	358920at7742
Vertebrata	331581at7742
Vertebrata	64807at7742
Vertebrata	351419at7742
Vertebrata	372200at7742
Vertebrata	357298at7742
Vertebrata	79542at7742
Vertebrata	330751at7742
Vertebrata	25377at7742
Vertebrata	392383at7742
Vertebrata	369463at7742
Vertebrata	271228at7742
Vertebrata	286295at7742
Vertebrata	154851at7742
Vertebrata	238259at7742
Vertebrata	176601at7742
Vertebrata	361537at7742
Vertebrata	257487at7742
Vertebrata	161077at7742
Vertebrata	334363at7742
Vertebrata	431867at7742
Vertebrata	176317at7742
Vertebrata	352153at7742
Vertebrata	115748at7742
Vertebrata	239538at7742
Vertebrata	163089at7742
Vertebrata	146445at7742
Vertebrata	170032at7742
Vertebrata	137723at7742
Vertebrata	394099at7742
Vertebrata	280430at7742
Vertebrata	299624at7742
Vertebrata	409268at7742
Vertebrata	286190at7742
Vertebrata	395775at7742
Vertebrata	319460at7742
Vertebrata	250326at7742
Vertebrata	273630at7742
Vertebrata	290517at7742
Vertebrata	23675at7742
Vertebrata	393599at7742
Vertebrata	360502at7742
Vertebrata	90360at7742
Vertebrata	169833at7742
Vertebrata	281858at7742
Vertebrata	348500at7742
Vertebrata	415928at7742
Vertebrata	302536at7742
Vertebrata	322275at7742
Vertebrata	413775at7742
Vertebrata	121516at7742
Vertebrata	291464at7742
Vertebrata	93727at7742
Vertebrata	269168at7742
Vertebrata	165094at7742
Vertebrata	7262at7742
Vertebrata	216474at7742
Vertebrata	45247at7742
Vertebrata	313364at7742
Vertebrata	211495at7742
Vertebrata	229308at7742
Vertebrata	155435at7742
Vertebrata	350970at7742
Vertebrata	385791at7742
Vertebrata	433076at7742
Vertebrata	382893at7742
Vertebrata	144578at7742
Vertebrata	159334at7742
Vertebrata	33364at7742
Vertebrata	358777at7742
Vertebrata	401942at7742
Vertebrata	415659at7742
Vertebrata	103640at7742
Vertebrata	319229at7742
Vertebrata	369870at7742
Vertebrata	74327at7742
Vertebrata	111583at7742
Vertebrata	291289at7742
Vertebrata	177658at7742
Vertebrata	85740at7742
Vertebrata	12616at7742
Vertebrata	381528at7742
Vertebrata	273483at7742
Vertebrata	246371at7742
Vertebrata	294646at7742
Vertebrata	283910at7742
Vertebrata	270432at7742
Vertebrata	234920at7742
Vertebrata	189794at7742
Vertebrata	214501at7742
Vertebrata	230622at7742
Vertebrata	322871at7742
Vertebrata	331986at7742
Vertebrata	95963at7742
Vertebrata	416142at7742
Vertebrata	192331at7742
Vertebrata	142850at7742
Vertebrata	359566at7742
Vertebrata	413952at7742
Vertebrata	436864at7742
Vertebrata	235284at7742
Vertebrata	329385at7742
Vertebrata	164950at7742
Vertebrata	32983at7742
Vertebrata	192058at7742
Vertebrata	227436at7742
Vertebrata	328272at7742
Vertebrata	400874at7742
Vertebrata	218430at7742
Vertebrata	361358at7742
Vertebrata	123742at7742
Vertebrata	386558at7742
Vertebrata	379932at7742
Vertebrata	347954at7742
Vertebrata	192518at7742
Vertebrata	116245at7742
Vertebrata	262798at7742
Vertebrata	166801at7742
Vertebrata	201147at7742
Vertebrata	168901at7742
Vertebrata	360846at7742
Vertebrata	214100at7742
Vertebrata	253322at7742
Vertebrata	376015at7742
Vertebrata	404307at7742
Vertebrata	202160at7742
Vertebrata	250442at7742
Vertebrata	185277at7742
Vertebrata	45067at7742
Vertebrata	17789at7742
Vertebrata	362133at7742
Vertebrata	416336at7742
Vertebrata	134433at7742
Vertebrata	76024at7742
Vertebrata	305955at7742
Vertebrata	224267at7742
Vertebrata	376042at7742
Vertebrata	394294at7742
Vertebrata	204010at7742
Vertebrata	277067at7742
Vertebrata	392098at7742
Vertebrata	243425at7742
Vertebrata	241288at7742
Vertebrata	237258at7742
Vertebrata	307391at7742
Vertebrata	280642at7742
Vertebrata	150697at7742
Vertebrata	183995at7742
Vertebrata	244702at7742
Vertebrata	422630at7742
Vertebrata	396414at7742
Vertebrata	116812at7742
Vertebrata	406935at7742
Vertebrata	269163at7742
Vertebrata	394290at7742
Vertebrata	138669at7742
Vertebrata	95511at7742
Vertebrata	163788at7742
Vertebrata	248773at7742
Vertebrata	421415at7742
Vertebrata	172922at7742
Vertebrata	203767at7742
Vertebrata	299177at7742
Vertebrata	359273at7742
Vertebrata	389363at7742
Vertebrata	270435at7742
Vertebrata	173172at7742
Vertebrata	404316at7742
Vertebrata	246301at7742
Vertebrata	169313at7742
Vertebrata	79086at7742
Vertebrata	261158at7742
Vertebrata	196730at7742
Vertebrata	347924at7742
Vertebrata	293860at7742
Vertebrata	340971at7742
Vertebrata	161520at7742
Vertebrata	213005at7742
Vertebrata	49005at7742
Vertebrata	126277at7742
Vertebrata	96764at7742
Vertebrata	153051at7742
Vertebrata	264251at7742
Vertebrata	400196at7742
Vertebrata	366658at7742
Vertebrata	205603at7742
Vertebrata	303403at7742
Vertebrata	138435at7742
Vertebrata	187431at7742
Vertebrata	195437at7742
Vertebrata	249853at7742
Vertebrata	299314at7742
Vertebrata	138498at7742
Vertebrata	197276at7742
Vertebrata	200403at7742
Vertebrata	160859at7742
Vertebrata	337511at7742
Vertebrata	151895at7742
Vertebrata	163295at7742
Vertebrata	106009at7742
Vertebrata	95643at7742
Vertebrata	205135at7742
Vertebrata	258712at7742
Vertebrata	303129at7742
Vertebrata	15604at7742
Vertebrata	203253at7742
Vertebrata	350246at7742
Vertebrata	350211at7742
Vertebrata	426807at7742
Vertebrata	206434at7742
Vertebrata	17720at7742
Vertebrata	235274at7742
Vertebrata	307170at7742
Vertebrata	127392at7742
Vertebrata	348744at7742
Vertebrata	285180at7742
Vertebrata	205786at7742
Vertebrata	356998at7742
Vertebrata	102691at7742
Vertebrata	148962at7742
Vertebrata	257976at7742
Vertebrata	174424at7742
Vertebrata	249694at7742
Vertebrata	288248at7742
Vertebrata	172204at7742
Vertebrata	26890at7742
Vertebrata	143004at7742
Vertebrata	2845at7742
Vertebrata	318704at7742
Vertebrata	309974at7742
Vertebrata	414818at7742
Vertebrata	355988at7742
Vertebrata	337042at7742
Vertebrata	327515at7742
Vertebrata	262337at7742
Vertebrata	171708at7742
Vertebrata	405886at7742
Vertebrata	196963at7742
Vertebrata	129835at7742
Vertebrata	42483at7742
Vertebrata	263251at7742
Vertebrata	326191at7742
Vertebrata	106271at7742
Vertebrata	322442at7742
Vertebrata	279227at7742
Vertebrata	300443at7742
Vertebrata	316119at7742
Vertebrata	111099at7742
Vertebrata	20246at7742
Vertebrata	283449at7742
Vertebrata	210107at7742
Vertebrata	366847at7742
Vertebrata	238829at7742
Vertebrata	296930at7742
Vertebrata	105918at7742
Vertebrata	292556at7742
Vertebrata	143678at7742
Vertebrata	205317at7742
Vertebrata	400489at7742
Vertebrata	144764at7742
Vertebrata	422495at7742
Vertebrata	341187at7742
Vertebrata	152020at7742
Vertebrata	98098at7742
Vertebrata	415414at7742
Vertebrata	185735at7742
Vertebrata	289723at7742
Vertebrata	319001at7742
Vertebrata	315750at7742
Vertebrata	199826at7742
Vertebrata	342301at7742
Vertebrata	428108at7742
Vertebrata	336346at7742
Vertebrata	386039at7742
Vertebrata	299207at7742
Vertebrata	102917at7742
Vertebrata	28954at7742
Vertebrata	408515at7742
Vertebrata	181591at7742
Vertebrata	325542at7742
Vertebrata	342319at7742
Vertebrata	302555at7742
Vertebrata	24985at7742
Vertebrata	410850at7742
Vertebrata	409736at7742
Vertebrata	392048at7742
Vertebrata	261602at7742
Vertebrata	223032at7742
Vertebrata	128901at7742
Vertebrata	155361at7742
Vertebrata	402520at7742
Vertebrata	173114at7742
Vertebrata	178680at7742
Vertebrata	403744at7742
Vertebrata	60142at7742
Vertebrata	108576at7742
Vertebrata	375400at7742
Vertebrata	33940at7742
Vertebrata	162265at7742
Vertebrata	119371at7742
Vertebrata	184785at7742
Vertebrata	189447at7742
Vertebrata	97786at7742
Vertebrata	18541at7742
Vertebrata	128421at7742
Vertebrata	267345at7742
Vertebrata	237440at7742
Vertebrata	94920at7742
Vertebrata	333576at7742
Vertebrata	296225at7742
Vertebrata	353601at7742
Vertebrata	152476at7742
Vertebrata	241208at7742
Vertebrata	336175at7742
Vertebrata	242394at7742
Vertebrata	133642at7742
Vertebrata	121142at7742
Vertebrata	228275at7742
Vertebrata	105171at7742
Vertebrata	266219at7742
Vertebrata	323970at7742
Vertebrata	276401at7742
Vertebrata	75874at7742
Vertebrata	318320at7742
Vertebrata	237617at7742
Vertebrata	270566at7742
Vertebrata	252307at7742
Vertebrata	300333at7742
Vertebrata	139053at7742
Vertebrata	10485at7742
Vertebrata	184999at7742
Vertebrata	111509at7742
Vertebrata	121830at7742
Vertebrata	19367at7742
Vertebrata	358727at7742
Vertebrata	345264at7742
Vertebrata	248682at7742
Vertebrata	229681at7742
Vertebrata	292028at7742
Vertebrata	305792at7742
Vertebrata	143938at7742
Vertebrata	246595at7742
Vertebrata	97039at7742
Vertebrata	22898at7742
Vertebrata	252398at7742
Vertebrata	299549at7742
Vertebrata	126913at7742
Vertebrata	365811at7742
Vertebrata	117384at7742
Vertebrata	216850at7742
Vertebrata	114216at7742
Vertebrata	407871at7742
Vertebrata	129214at7742
Vertebrata	212696at7742
Vertebrata	236607at7742
Vertebrata	305417at7742
Vertebrata	82704at7742
Vertebrata	359541at7742
Vertebrata	301301at7742
Vertebrata	263280at7742
Vertebrata	139567at7742
Vertebrata	127929at7742
Vertebrata	116202at7742
Vertebrata	128562at7742
Vertebrata	245662at7742
Vertebrata	296707at7742
Vertebrata	282590at7742
Vertebrata	377176at7742
Vertebrata	239469at7742
Vertebrata	214745at7742
Vertebrata	171308at7742
Vertebrata	389183at7742
Vertebrata	104081at7742
Vertebrata	102147at7742
Vertebrata	87599at7742
Vertebrata	158142at7742
Vertebrata	326283at7742
Vertebrata	26047at7742
Vertebrata	248515at7742
Vertebrata	41890at7742
Vertebrata	164982at7742
Vertebrata	278787at7742
Vertebrata	48716at7742
Vertebrata	256510at7742
Vertebrata	169683at7742
Vertebrata	438396at7742
Vertebrata	356132at7742
Vertebrata	188869at7742
Vertebrata	185742at7742
Vertebrata	392649at7742
Vertebrata	18946at7742
Vertebrata	239989at7742
Vertebrata	184873at7742
Vertebrata	238694at7742
Vertebrata	219276at7742
Vertebrata	352847at7742
Vertebrata	243977at7742
Vertebrata	427644at7742
Vertebrata	245117at7742
Vertebrata	404922at7742
Vertebrata	407323at7742
Vertebrata	427367at7742
Vertebrata	317021at7742
Vertebrata	363898at7742
Vertebrata	150433at7742
Vertebrata	107664at7742
Vertebrata	211012at7742
Vertebrata	58896at7742
Vertebrata	337175at7742
Vertebrata	330996at7742
Vertebrata	333672at7742
Vertebrata	194260at7742
Vertebrata	37715at7742
Vertebrata	377681at7742
Vertebrata	313611at7742
Vertebrata	173159at7742
Vertebrata	11696at7742
Vertebrata	327681at7742
Vertebrata	371581at7742
Vertebrata	210234at7742
Vertebrata	192462at7742
Vertebrata	229564at7742
Vertebrata	229422at7742
Vertebrata	299948at7742
Vertebrata	266927at7742
Vertebrata	87643at7742
Vertebrata	122318at7742
Vertebrata	169538at7742
Vertebrata	261072at7742
Vertebrata	206547at7742
Vertebrata	274707at7742
Vertebrata	262790at7742
Vertebrata	311908at7742
Vertebrata	120131at7742
Vertebrata	399667at7742
Vertebrata	108881at7742
Vertebrata	335517at7742
Vertebrata	26485at7742
Vertebrata	209951at7742
Vertebrata	206342at7742
Vertebrata	328506at7742
Vertebrata	296592at7742
Vertebrata	107107at7742
Vertebrata	408649at7742
Vertebrata	378519at7742
Vertebrata	318959at7742
Vertebrata	161959at7742
Vertebrata	419694at7742
Vertebrata	88102at7742
Vertebrata	264645at7742
Vertebrata	223874at7742
Vertebrata	178102at7742
Vertebrata	357329at7742
Vertebrata	39393at7742
Vertebrata	177227at7742
Vertebrata	298137at7742
Vertebrata	225564at7742
Vertebrata	266056at7742
Vertebrata	316568at7742
Vertebrata	308357at7742
Vertebrata	173102at7742
Vertebrata	298043at7742
Vertebrata	121505at7742
Vertebrata	37552at7742
Vertebrata	164340at7742
Vertebrata	379564at7742
Vertebrata	173047at7742
Vertebrata	395792at7742
Vertebrata	78859at7742
Vertebrata	101303at7742
Vertebrata	208949at7742
Vertebrata	208627at7742
Vertebrata	112966at7742
Vertebrata	396671at7742
Vertebrata	150306at7742
Vertebrata	32840at7742
Vertebrata	295973at7742
Vertebrata	297362at7742
Vertebrata	155652at7742
Vertebrata	268420at7742
Vertebrata	158236at7742
Vertebrata	211124at7742
Vertebrata	373324at7742
Vertebrata	361802at7742
Vertebrata	222821at7742
Vertebrata	184721at7742
Vertebrata	75881at7742
Vertebrata	407088at7742
Vertebrata	348185at7742
Vertebrata	137061at7742
Vertebrata	30479at7742
Vertebrata	93229at7742
Vertebrata	138116at7742
Vertebrata	64860at7742
Vertebrata	270426at7742
Vertebrata	195929at7742
Vertebrata	107610at7742
Vertebrata	212876at7742
Vertebrata	109231at7742
Vertebrata	400845at7742
Vertebrata	236895at7742
Vertebrata	324312at7742
Vertebrata	301105at7742
Vertebrata	92374at7742
Vertebrata	407572at7742
Vertebrata	352334at7742
Vertebrata	202578at7742
Vertebrata	213511at7742
Vertebrata	177142at7742
Vertebrata	374963at7742
Vertebrata	254424at7742
Vertebrata	103124at7742
Vertebrata	25839at7742
Vertebrata	265369at7742
Vertebrata	49104at7742
Vertebrata	16347at7742
Vertebrata	162268at7742
Vertebrata	21252at7742
Vertebrata	388097at7742
Vertebrata	265531at7742
Vertebrata	315842at7742
Vertebrata	298884at7742
Vertebrata	260439at7742
Vertebrata	12491at7742
Vertebrata	244439at7742
Vertebrata	151961at7742
Vertebrata	360792at7742
Vertebrata	345605at7742
Vertebrata	400457at7742
Vertebrata	268484at7742
Vertebrata	286595at7742
Vertebrata	49993at7742
Vertebrata	385925at7742
Vertebrata	133877at7742
Vertebrata	29096at7742
Vertebrata	222631at7742
Vertebrata	145104at7742
Vertebrata	99440at7742
Vertebrata	191130at7742
Vertebrata	264056at7742
Vertebrata	171530at7742
Vertebrata	36859at7742
Vertebrata	399601at7742
Vertebrata	144352at7742
Vertebrata	379193at7742
Vertebrata	385594at7742
Vertebrata	239324at7742
Vertebrata	264816at7742
Vertebrata	223426at7742
Vertebrata	176579at7742
Vertebrata	357871at7742
Vertebrata	63057at7742
Vertebrata	88808at7742
Vertebrata	239731at7742
Vertebrata	337917at7742
Vertebrata	3764at7742
Vertebrata	153924at7742
Vertebrata	368989at7742
Vertebrata	394910at7742
Vertebrata	217762at7742
Vertebrata	221391at7742
Vertebrata	52390at7742
Vertebrata	385740at7742
Vertebrata	301932at7742
Vertebrata	300687at7742
Vertebrata	127830at7742
Vertebrata	340519at7742
Vertebrata	36449at7742
Vertebrata	166002at7742
Vertebrata	351544at7742
Vertebrata	122017at7742
Vertebrata	149216at7742
Vertebrata	48975at7742
Vertebrata	239772at7742
Vertebrata	407064at7742
Vertebrata	155845at7742
Vertebrata	332775at7742
Vertebrata	396303at7742
Vertebrata	83843at7742
Vertebrata	132972at7742
Vertebrata	83097at7742
Vertebrata	208300at7742
Vertebrata	146203at7742
Vertebrata	273271at7742
Vertebrata	293643at7742
Vertebrata	358276at7742
Vertebrata	97043at7742
Vertebrata	23568at7742
Vertebrata	249629at7742
Vertebrata	316777at7742
Vertebrata	178490at7742
Vertebrata	198411at7742
Vertebrata	384878at7742
Vertebrata	85263at7742
Vertebrata	368834at7742
Vertebrata	106344at7742
Vertebrata	294332at7742
Vertebrata	315823at7742
Vertebrata	147736at7742
Vertebrata	225646at7742
Vertebrata	55268at7742
Vertebrata	376038at7742
Vertebrata	75578at7742
Vertebrata	285297at7742
Vertebrata	233465at7742
Vertebrata	116359at7742
Vertebrata	227544at7742
Vertebrata	161167at7742
Vertebrata	405030at7742
Vertebrata	229063at7742
Vertebrata	142339at7742
Vertebrata	221575at7742
Vertebrata	49318at7742
Vertebrata	61935at7742
Vertebrata	420085at7742
Vertebrata	235827at7742
Vertebrata	100952at7742
Vertebrata	257196at7742
Vertebrata	201359at7742
Vertebrata	370608at7742
Vertebrata	226571at7742
Vertebrata	167825at7742
Vertebrata	101309at7742
Vertebrata	49394at7742
Vertebrata	368948at7742
Vertebrata	172737at7742
Vertebrata	329437at7742
Vertebrata	418864at7742
Vertebrata	329248at7742
Vertebrata	88880at7742
Vertebrata	253661at7742
Vertebrata	256936at7742
Vertebrata	239308at7742
Vertebrata	109869at7742
Vertebrata	333716at7742
Vertebrata	327369at7742
Vertebrata	191192at7742
Vertebrata	166688at7742
Vertebrata	354251at7742
Vertebrata	123872at7742
Vertebrata	163908at7742
Vertebrata	192799at7742
